u_id,subset,true_country,p_clean,p_corrupted,degradation,vis_start,vis_end,recovery_L1,recovery_L2,recovery_L3,recovery_L4,recovery_L5,recovery_L6,recovery_L7,recovery_L8,recovery_L9,recovery_L10,recovery_L11,recovery_L12,recovery_L13,recovery_L14,recovery_L15,recovery_L16,recovery_L17,recovery_L18,recovery_L19,recovery_L20,recovery_L21,recovery_L22,recovery_L23,recovery_L24,recovery_L25,recovery_L26,recovery_L27,recovery_L28,recovery_L29,recovery_L30,recovery_L31,recovery_L32,peak_recovery_layer,peak_recovery_value,mean_recovery
843b1217-b7f6-4c73-9d38-0eac63bf6f28,shortcut,Rwanda,0.04113,0.03297,0.00816,5,2165,0.00691,0.00824,0.00629,0.00871,0.00874,0.00801,0.01148,0.00715,0.0075,0.01297,0.01725,0.01837,0.01137,0.00883,0.00892,0.0104,0.00829,0.00722,0.00689,0.00451,0.00228,0.00266,0.00226,0.0034,0.00174,0.00151,0.00283,0.00273,0.00331,0.00103,0.00102,0.0,12,0.01837,0.00665
9e192054-6b30-44b3-841f-785853bfe7e4,shortcut,India,0.2482,0.17493,0.07327,5,1181,0.07778,0.08964,0.08834,0.08353,0.08725,0.07424,0.07014,0.05843,0.06312,0.06431,0.07248,0.07576,0.07734,0.06357,0.05823,0.04351,0.03684,0.03078,0.01131,0.00302,0.0113,-0.00388,0.00092,0.00341,0.00757,-0.00376,-0.01062,-0.00274,-0.01098,-0.00655,0.00061,0.0,2,0.08964,0.03797
b6a921ff-8d0c-41e1-8a6a-f9f1068693ee,shortcut,Brazil,0.83972,0.49074,0.34898,5,2051,0.33986,0.33192,0.33652,0.34054,0.34128,0.32502,0.32532,0.31124,0.31068,0.286,0.27655,0.2761,0.21948,0.20888,0.20541,0.15045,0.04913,0.14019,0.06863,0.04966,0.0814,0.08096,0.08492,0.08529,0.03266,0.04117,0.0451,0.03575,0.03353,-0.01966,0.00107,0.0,5,0.34128,0.1686
4436f0b0-f4fe-4383-911d-4640c75d9018,shortcut,USA,0.00314,0.00401,-0.00087,5,2639,-0.00076,-0.00066,-0.00064,-0.00079,-0.00068,-0.00077,-0.00059,-0.00058,-0.00068,-0.0008,-0.00058,-0.00068,-0.00057,-0.00076,-0.00069,-0.00069,-0.00078,-0.00071,-0.00057,-0.00066,-0.00078,-0.00099,-0.00079,-0.00097,-0.00107,-0.00092,-0.00087,-0.00071,-0.00045,-0.00051,-0.00028,0.0,32,0.0,-0.00069
481fa382-ad75-4f6e-bdaa-cdadfbc9f4e5,shortcut,China,0.99793,0.99852,-0.00059,5,1037,-0.00069,-0.00069,-0.00056,-0.00056,-0.00053,-0.00053,-0.00048,-0.00038,-0.00042,-0.00035,-0.00033,-0.00035,-0.0002,-0.00017,-7e-05,-2e-05,6e-05,0.00014,0.00013,0.00019,0.00016,0.00014,0.00014,0.00014,4e-05,6e-05,6e-05,6e-05,6e-05,-4e-05,-1e-05,0.0,20,0.00019,-0.00016
b2886064-331e-4c71-a625-d9d2c5cd9421,shortcut,China,0.41715,0.41577,0.00138,5,2345,-7e-05,0.00036,-0.01478,-0.00108,-0.01924,-0.0036,-0.00587,-0.01706,-0.00243,-0.00023,0.00301,-0.00766,-0.01226,-0.02475,-0.02996,-0.03539,-0.02538,-0.03506,-0.04302,-0.06317,-0.05535,-0.05059,-0.05103,-0.06166,-0.05694,-0.04941,-0.03349,-0.03545,-0.02929,0.02072,-0.00202,0.0,30,0.02072,-0.02319
1b080c55-9d6e-489f-95d6-8f03f713099b,shortcut,Brazil,0.02349,0.02483,-0.00134,5,1613,2e-05,0.00013,-0.0003,0.00014,0.00072,-0.00051,4e-05,-0.00048,0.00018,-0.00225,-0.00394,-0.00378,-0.00385,-0.0043,-0.00377,-0.00179,-0.00293,-0.00193,-0.00165,-0.00022,0.00077,0.00215,0.00299,0.00136,0.00147,0.00165,0.00136,0.00084,0.00181,-0.0004,0.00086,0.0,23,0.00299,-0.00049
bb027c12-2666-421b-a523-4bd7c4c30f20,shortcut,Nigeria,0.00468,0.00324,0.00145,5,2051,0.00168,0.00155,0.0014,0.00168,0.00143,0.00202,0.00232,0.00239,0.0021,0.00209,0.00192,0.00205,0.00228,0.00216,0.00148,0.00233,0.00294,0.00301,0.00291,0.00201,0.00243,0.00274,0.00315,0.00317,0.00188,0.0019,0.00128,0.0014,0.00088,0.00015,0.00017,0.0,24,0.00317,0.0019
0c5aee4c-d9fe-462e-8df1-ef7320c618cb,shortcut,Turkey,0.03684,0.0135,0.02335,5,2357,0.0218,0.02186,0.02083,0.02151,0.02098,0.01985,0.01901,0.0191,0.01949,0.01731,0.01412,0.01251,0.01049,0.00842,0.00799,0.00606,0.003,0.00391,0.00444,0.00381,0.00349,0.00336,0.00244,0.0029,0.0024,0.00261,0.00283,0.00282,0.00141,0.00038,-0.00037,0.0,2,0.02186,0.0094
a952f9e8-5281-4661-950e-ffbf264a69f2,shortcut,Rwanda,0.15383,0.04293,0.1109,5,2933,0.11108,0.10412,0.11287,0.10836,0.11283,0.11312,0.11556,0.08909,0.09596,0.09593,0.08045,0.07127,0.06002,0.05529,0.05338,0.02949,0.0219,0.021,0.02642,0.02106,0.01713,0.01763,0.0172,0.01806,0.01797,0.01667,0.01495,0.01579,0.01338,0.00255,0.00272,0.0,7,0.11556,0.05166
a6b53f36-7864-4876-a058-7e0be321388b,shortcut,USA,0.07552,0.04921,0.02632,5,2051,0.02267,0.02207,0.01962,0.01663,0.01837,0.01662,0.01512,0.01645,0.01766,0.01424,0.01507,0.00841,0.00373,0.00836,0.01253,-0.00311,-0.00688,-0.00412,-0.00198,-0.00348,-0.00767,-0.00692,-0.00681,-0.00501,-0.00699,-0.00789,-0.00654,-0.00684,-0.00798,-0.00764,0.00041,0.0,1,0.02267,0.00432
01a1d08a-e2a5-4a81-afb5-9831cddd3e88,shortcut,Ethiopia,0.00439,0.0534,-0.04901,5,1421,-0.04873,-0.04901,-0.04873,-0.04927,-0.04901,-0.04901,-0.04873,-0.04858,-0.04859,-0.04813,-0.04763,-0.04746,-0.04728,-0.04747,-0.04846,-0.04846,-0.04798,-0.04902,-0.04502,-0.0441,-0.04434,-0.04406,-0.04434,-0.04461,-0.01583,-0.0147,-0.01591,-0.01591,-0.01368,-0.00617,-0.00916,0.0,32,0.0,-0.03842
39456870-dff9-4521-85a7-8ce1e1156572,shortcut,Rwanda,0.03012,0.02343,0.00669,5,1565,0.0058,0.00507,0.00658,0.00943,0.01164,0.01186,0.01347,0.01478,0.0153,0.02055,0.019,0.01584,0.01418,0.0135,0.01326,0.01274,0.00408,0.00827,0.00623,0.00373,0.00797,0.00643,0.00567,0.00425,0.00356,0.0023,0.00309,0.00339,0.00222,0.00066,0.00147,0.0,10,0.02055,0.00832
d527b146-00a1-41fb-8671-6114ee9cabb9,shortcut,USA,0.14015,0.08472,0.05543,5,1757,0.05041,0.05073,0.05106,0.05138,0.04882,0.02499,0.02014,-0.00592,-0.00547,-0.00568,-0.01519,-0.01698,-0.01426,-0.01488,-0.0146,-0.02016,-0.01817,-0.01818,-0.0152,-0.0172,-0.01871,-0.021,-0.01786,-0.01548,-0.01701,-0.01319,-0.00977,-0.01038,-0.00583,-0.00254,-0.00283,0.0,4,0.05138,-0.00059
fbe240a9-76de-4a92-8136-ea1716764e8d,shortcut,Iran,0.19318,0.19133,0.00184,5,2247,-0.00632,0.00211,-0.00713,-0.00756,-0.00994,0.00105,-0.00629,-0.0081,-0.00402,-0.00563,-0.00493,-0.0141,-0.00907,0.01641,0.01235,0.04941,0.05578,0.05145,0.05315,0.05065,0.04007,0.04034,0.04581,0.04663,0.02259,0.02676,0.02748,0.02867,0.02577,0.01709,0.01243,0.0,17,0.05578,0.01697
4c79241e-3dc9-44d8-bed7-421701a25103,shortcut,Brazil,0.01438,0.0318,-0.01742,5,1229,-0.01771,-0.01697,-0.01765,-0.017,-0.01629,-0.01536,-0.0157,-0.01463,-0.015,-0.01568,-0.0156,-0.01472,-0.01298,-0.01229,-0.01116,-0.01075,-0.01092,-0.01084,-0.00845,-0.0027,-0.00185,-0.00134,-0.00134,-0.00191,-0.00191,-0.00291,-0.0029,-0.00205,-0.00094,-0.00106,0.00098,0.0,31,0.00098,-0.00905
7cd63749-44d8-4024-ac6c-727bde0ae91a,shortcut,USA,0.01469,0.00442,0.01027,5,2345,0.00942,0.00941,0.00939,0.00897,0.00877,0.00706,0.00686,0.00701,0.00641,0.00508,0.00551,0.00466,0.00349,0.00324,0.00274,0.00262,0.00308,0.00446,0.00305,0.00155,0.00112,0.00112,0.00119,0.00116,0.00072,0.00065,0.00062,0.00038,0.00037,0.00035,0.00036,0.0,1,0.00942,0.00378
eced265e-c274-45b9-9e1d-16ab6fbad9cd,shortcut,India,0.88369,0.95694,-0.07325,5,1181,-0.08065,-0.08742,-0.08332,-0.08559,-0.09254,-0.09324,-0.09016,-0.10803,-0.11609,-0.12685,-0.12892,-0.12818,-0.11429,-0.09551,-0.09164,-0.04433,-0.03731,-0.0358,-0.02208,-0.00428,-0.00288,-0.00319,-0.00297,-0.00295,-0.0022,-0.00222,-7e-05,0.00053,0.00096,-0.00096,-0.00028,0.0,29,0.00096,-0.05258
19289618-394a-4b0b-ad8f-ffe2157564aa,shortcut,Iran,0.02138,0.00987,0.01152,5,2051,0.01096,0.0115,0.01131,0.01084,0.0112,0.0112,0.00998,0.01045,0.01068,0.01067,0.01133,0.01217,0.01244,0.01177,0.01093,0.01088,0.01248,0.01397,0.01093,0.01015,0.01115,0.01025,0.01074,0.01043,0.00733,0.00781,0.00805,0.00703,0.00698,0.00054,0.00034,0.0,18,0.01397,0.00958
daef26fc-191a-476a-a883-66c9dad9f963,shortcut,Brazil,0.0791,0.0289,0.0502,5,1469,0.0478,0.04653,0.0458,0.04332,0.04283,0.04547,0.04538,0.04317,0.04561,0.04454,0.04645,0.05219,0.05202,0.05057,0.04411,0.04986,0.04655,0.05103,0.03737,0.01326,0.01327,0.01827,0.01816,0.01719,0.0053,0.00731,0.00581,0.0037,0.00485,0.00083,6e-05,0.0,12,0.05219,0.03089
2b697bc6-809b-4d92-aa10-10c31472acaa,shortcut,USA,0.05043,0.03071,0.01972,5,2149,0.01993,0.01862,0.0172,0.01575,0.01619,0.01631,0.01436,0.01077,0.01082,0.01121,0.01176,0.00878,0.00861,0.00758,0.00892,0.00931,0.0119,0.01599,0.00752,0.00784,0.00485,0.00503,0.00464,0.00511,0.00445,0.00391,0.00368,0.00356,0.00299,0.00216,0.00113,0.0,1,0.01993,0.00909
2272ab97-94b6-4151-9ec6-763f05b0c22c,shortcut,Turkey,0.01918,0.01228,0.0069,5,1181,0.00732,0.0065,0.00675,0.00597,0.00729,0.00592,0.00569,0.00599,0.00574,0.00546,0.00482,0.00432,0.00586,0.00485,0.00296,0.00282,0.00098,0.0015,0.00194,0.00067,0.00026,0.00063,0.00102,0.00149,0.0017,0.0013,0.00181,0.00094,0.00077,-0.00046,-0.00063,0.0,1,0.00732,0.00319
3bbeaac4-39d5-449f-b8e0-69a66bbb9400,shortcut,India,0.86028,0.44948,0.4108,5,1085,0.40664,0.40463,0.41328,0.40404,0.40078,0.40043,0.40478,0.40301,0.39905,0.40344,0.39998,0.39115,0.37901,0.36635,0.37084,0.28914,0.27534,0.27978,0.22722,0.14506,0.15652,0.14451,0.14505,0.14034,0.06434,0.04284,0.04307,0.04348,0.03496,0.01641,0.01654,0.0,3,0.41328,0.25038
c5fa60a8-7191-498a-8cc9-db07ec48dd86,shortcut,Turkey,0.00544,0.01561,-0.01016,5,1373,-0.01001,-0.01018,-0.01006,-0.01034,-0.00992,-0.00975,-0.00965,-0.00858,-0.00857,-0.00762,-0.00712,-0.00698,-0.00664,-0.00619,-0.00615,-0.00495,-0.00517,-0.00471,-0.0029,-0.00195,-0.00176,-0.00163,-0.00187,-0.00161,-0.00032,-0.00063,-0.00052,7e-05,-0.00061,-0.00057,-0.00089,0.0,28,7e-05,-0.00493
443e4b25-3d4a-40e3-a270-e48c9d37f105,shortcut,Turkey,0.00894,0.00895,-0.0,5,1517,0.00019,0.00018,-0.00071,-0.00035,-0.00055,-0.0002,0.00068,0.00049,0.00093,0.00246,0.00247,0.00299,0.00422,0.00521,0.00404,0.00268,0.00258,0.00249,0.00106,0.00144,0.00157,0.00157,0.00157,0.00121,-6e-05,-0.00042,-0.00018,-0.00028,-0.00054,0.00015,9e-05,0.0,14,0.00521,0.00116
8869939b-17da-472e-8637-58d80e9291e7,shortcut,Canada,0.1087,0.05133,0.05737,5,2149,0.05701,0.05543,0.05366,0.04901,0.05158,0.05142,0.04671,0.04008,0.03973,0.03628,0.03029,0.03075,0.02915,0.0281,0.0286,0.02224,0.02423,0.02482,0.02026,0.00662,0.00804,0.00472,0.00636,0.00756,0.00239,-0.00046,0.00068,-0.00047,4e-05,0.00114,0.00148,0.0,1,0.05701,0.02367
46f8812b-adca-4161-ae1f-9f6c5600599c,shortcut,Ethiopia,0.99847,0.05959,0.93888,5,2933,0.93891,0.93895,0.93892,0.9389,0.93892,0.93893,0.93892,0.93885,0.93885,0.93858,0.93838,0.93847,0.93846,0.93858,0.9385,0.93829,0.93691,0.93674,0.93578,0.93176,0.93209,0.93142,0.93084,0.93186,0.92503,0.92335,0.9236,0.91717,0.91386,0.42834,0.2246,0.0,2,0.93895,0.86696
39e397ed-fa8c-40ee-974d-b2f01e397e64,shortcut,India,0.17787,0.24628,-0.0684,5,1373,-0.06944,-0.07737,-0.06909,-0.06952,-0.0696,-0.06234,-0.06295,-0.05271,-0.06123,-0.06954,-0.0688,-0.07005,-0.07875,-0.06855,-0.06792,-0.05124,-0.03149,-0.03157,-0.02472,-0.02889,-0.01698,-0.0077,-0.00732,-0.01694,0.00227,0.00222,0.00325,0.00174,0.00246,0.00241,0.00227,0.0,27,0.00325,-0.03807
8a4aa22a-5c51-425d-ad3d-69de43f88b0c,shortcut,Canada,0.1144,0.06041,0.05398,5,2141,0.04972,0.04756,0.04668,0.05064,0.04928,0.04776,0.04523,0.0414,0.03986,0.04106,0.03849,0.03678,0.03145,0.0254,0.03388,0.02561,0.02057,0.0171,0.01062,0.00417,0.00237,0.0041,0.00223,0.00471,0.00067,0.00188,0.00169,0.00358,0.00455,0.00493,0.0042,0.0,4,0.05064,0.02307
ae3e7c2c-7bd7-4086-93d8-14c1f86a3184,nuanced,Rwanda,0.00761,0.017,-0.00939,5,1373,-0.0096,-0.00939,-0.00982,-0.0096,-0.00944,-0.0099,-0.01074,-0.011,-0.01082,-0.01064,-0.01044,-0.00966,-0.00951,-0.00928,-0.00961,-0.00808,-0.00731,-0.00844,-0.00635,-0.00611,-0.00603,-0.00596,-0.00659,-0.00702,-0.00377,-0.00363,-0.0032,-0.00383,-0.00318,-0.00177,0.00039,0.0,31,0.00039,-0.0072
02bd886c-af46-4b28-a3b3-939f0185db11,nuanced,Germany,0.2734,0.28961,-0.01621,5,1421,-0.02153,-0.01186,-0.00887,-0.02699,-0.01749,-0.03016,-0.02687,-0.04399,-0.03372,-0.04412,-0.03831,-0.0471,-0.05426,-0.03835,-0.06888,-0.02374,-0.06249,-0.06392,-0.01276,0.00349,-0.0288,-0.02242,-0.02161,-0.02789,0.00782,0.00735,-0.02302,-0.00978,-0.01162,-0.01204,0.00055,0.0,25,0.00782,-0.02542
b577985c-6eca-41d4-805c-13fdb8822df8,nuanced,India,0.95389,0.84085,0.11304,5,2149,0.10817,0.10966,0.11035,0.10716,0.10552,0.10172,0.10194,0.10026,0.098,0.10227,0.10643,0.10116,0.1061,0.10818,0.11015,0.10003,0.1046,0.10712,0.07595,0.0471,0.03976,0.03851,0.04214,0.03852,0.00702,0.00218,0.00954,0.00912,0.00577,0.00041,-0.00033,0.0,3,0.11035,0.06889
b5ddf9ce-952d-4fe5-a878-b1ffe90ff1ef,nuanced,Canada,0.07203,0.07171,0.00032,5,1613,0.0035,0.00189,-5e-05,-0.00012,-0.00124,-0.00534,-0.00682,-0.01168,-0.00804,-0.01364,-0.01281,-0.00628,-0.00265,-0.00475,-0.00413,-0.00283,0.00445,0.0068,0.00194,0.00332,0.00092,-0.00241,-0.00108,-0.00079,0.00131,0.00508,0.00322,0.00347,0.00151,0.00269,0.00252,0.0,18,0.0068,-0.00131
c67a3887-7cf3-4455-8122-e60eedd643a7,nuanced,Turkey,0.05986,0.01261,0.04725,5,2933,0.04722,0.04572,0.0464,0.04648,0.04561,0.04131,0.03858,0.03895,0.03623,0.0319,0.03159,0.02878,0.02464,0.02314,0.02379,0.01684,0.0131,0.01259,0.01183,0.00392,0.00342,0.00428,0.00379,0.0038,0.00057,0.00056,0.00115,0.00148,0.00106,0.00079,0.00072,0.0,1,0.04722,0.0197
96037b83-81d6-4de0-ac58-e2ea3f1d0f68,nuanced,China,0.32571,0.21927,0.10644,5,2149,0.1078,0.09929,0.11097,0.10918,0.10865,0.1142,0.10048,0.10285,0.10095,0.10038,0.10386,0.07792,0.06342,0.06417,0.08643,0.07489,0.08673,0.09577,0.07844,0.04696,0.03375,0.04205,0.03539,0.03323,0.00805,0.01387,0.01469,0.01432,0.00459,0.00642,0.00186,0.0,6,0.1142,0.0638
2b514973-2195-4908-8bda-3f958deb8bdb,nuanced,Turkey,0.07164,0.02281,0.04883,5,2345,0.0477,0.04843,0.04666,0.04693,0.04855,0.04456,0.04614,0.04485,0.04781,0.04566,0.04417,0.0454,0.04231,0.04167,0.039,0.02885,0.02379,0.02442,0.01993,0.00847,0.00738,0.00753,0.00676,0.00776,-0.00011,-0.00129,0.00299,0.00374,0.00102,0.00121,0.00128,0.0,5,0.04855,0.02574
31e9a0fd-c1ab-4668-a100-e869e7c36d2e,nuanced,Germany,0.45615,0.34086,0.11529,5,2345,0.119,0.11174,0.09059,0.10095,0.08136,0.08795,0.09662,0.04725,0.02644,0.04236,0.00797,-0.01597,-0.01888,-0.02938,-0.03322,-0.0307,-0.04101,-0.04662,-0.06126,-0.0406,-0.0365,-0.02615,-0.02892,-0.02861,-0.03059,-0.02076,-0.02163,-0.01829,-0.01756,0.00017,-0.00042,0.0,1,0.119,0.00829
5db4404d-6fd6-4ebd-ad5f-15c8be7344d5,nuanced,China,0.89056,0.63067,0.25989,5,2443,0.25569,0.25303,0.25644,0.25539,0.24855,0.24572,0.24977,0.24225,0.24133,0.23305,0.23351,0.22722,0.21052,0.2109,0.21074,0.17235,0.15507,0.13818,0.10559,0.07599,0.07837,0.07543,0.07671,0.07152,0.0262,0.0249,0.0194,0.03277,0.02576,0.00962,0.01383,0.0,3,0.25644,0.14612
cc3e4687-4fba-4fe1-aeb3-489db832865c,nuanced,Germany,0.49257,0.31099,0.18158,5,2933,0.19274,0.18778,0.19372,0.18083,0.18187,0.19449,0.17865,0.15622,0.17233,0.15932,0.16275,0.14533,0.15423,0.15237,0.12331,0.11442,0.09585,0.09089,0.04262,0.05382,0.03593,0.05369,0.03921,0.05358,0.0251,0.0245,0.01585,0.01063,0.01792,-0.00492,-0.00525,0.0,6,0.19449,0.09999
89df03ce-b19f-474d-8f36-e9b41be7d3d5,nuanced,USA,0.06075,0.00813,0.05261,5,1469,0.05449,0.05561,0.05604,0.04858,0.04558,0.04609,0.04495,0.03975,0.04249,0.0417,0.03588,0.02873,0.02657,0.0253,0.02123,0.01786,0.0175,0.0202,0.01163,0.00677,0.00581,0.0058,0.00623,0.00648,0.00279,0.00266,0.00242,0.00224,0.002,0.00173,0.00105,0.0,3,0.05604,0.02269
c6582a96-d4df-4b5a-8a86-3652687aa1e8,nuanced,Nigeria,0.00304,0.00552,-0.00248,5,2345,-0.00242,-0.00233,-0.00229,-0.00248,-0.00252,-0.00236,-0.00225,-0.00215,-0.00228,-0.00225,-0.00228,-0.00219,-0.00208,-0.00178,-0.00175,-0.00161,-0.00149,-0.00148,-0.00124,-0.0006,-0.00068,-0.00082,-0.00044,-0.00059,-0.00058,-0.00068,-0.00078,-0.00049,-0.00023,-0.0004,-5e-05,0.0,32,0.0,-0.00142
a2dcde1c-1b2c-4936-ac07-8e912413e23e,nuanced,USA,0.00418,0.00712,-0.00294,5,1373,-0.00299,-0.00317,-0.00306,-0.00316,-0.00294,-0.00294,-0.00295,-0.00276,-0.00271,-0.00251,-0.00249,-0.0025,-0.00225,-0.00203,-0.00211,-0.00116,-0.00116,-0.001,0.00057,-0.00035,-0.00075,-0.00045,-0.00045,-0.00067,-0.00034,-0.0006,-0.00061,-0.00038,-0.00033,-4e-05,-0.0001,0.0,19,0.00057,-0.00151
1a8a184f-8ace-4cf9-a732-af3ceedef990,nuanced,Brazil,0.02874,0.01849,0.01025,5,1469,0.01161,0.01189,0.01208,0.01335,0.01206,0.01251,0.01106,0.01628,0.0129,0.01365,0.01397,0.01247,0.01325,0.01303,0.00976,0.00768,0.00731,0.00713,0.00436,0.00146,0.003,0.00237,0.00303,0.00239,0.00174,-6e-05,-0.00067,-0.00103,0.00141,-0.00068,-0.00081,0.0,8,0.01628,0.00714
fd72fc17-d0df-47fd-9d0c-4e6803e873c0,nuanced,Turkey,0.03029,0.02271,0.00758,5,2357,0.00715,0.00618,0.00671,0.00691,0.00621,0.00478,0.00648,0.00892,0.01066,0.0096,0.0106,0.01153,0.00997,0.00752,0.00462,0.00244,-0.00122,-0.0018,-0.0028,-0.00355,-0.00178,-0.0018,-0.00196,-0.00126,-0.00739,-0.00737,-0.00573,-0.00602,-0.00409,-0.00375,-0.00306,0.0,12,0.01153,0.00208
e8417033-3d23-4eb3-b225-e8d68ff8cde3,nuanced,China,0.50911,0.37845,0.13066,5,1953,0.12532,0.12498,0.118,0.12512,0.10984,0.11017,0.10819,0.09371,0.09101,0.08455,0.08269,0.08864,0.08651,0.08759,0.11042,0.1008,0.11383,0.1098,0.07069,0.04385,0.03341,0.02704,0.02717,0.02283,-0.00242,0.00619,0.00323,0.00325,-0.00623,0.00236,0.00216,0.0,1,0.12532,0.06577
41388d0a-c0cd-4947-a415-db9ba4893bcd,nuanced,USA,0.10572,0.02024,0.08548,5,1709,0.08075,0.08051,0.08379,0.075,0.07651,0.07489,0.07086,0.05312,0.0541,0.03797,0.03541,0.03289,0.03193,0.0319,0.02804,0.02213,0.01451,0.01652,0.01045,0.00892,0.00743,0.00793,0.00828,0.00817,0.00587,0.00573,0.0051,0.00503,0.00477,0.00342,0.0021,0.0,3,0.08379,0.03075
3d773278-fed5-46fd-976e-a018441b9190,nuanced,Ethiopia,0.14376,0.1271,0.01666,5,1373,0.02186,0.01984,0.02238,0.02381,0.02033,0.02825,0.03968,0.03514,0.03522,0.03026,0.02385,0.02112,0.01928,0.01191,0.0063,0.00176,-0.00557,-0.01324,-0.01494,-0.01008,-0.01,-0.01567,-0.01631,-0.01157,-0.01013,-0.01851,-0.01619,-0.01651,-0.01178,-0.00354,-0.00525,0.0,7,0.03968,0.00568
