layer,head,mean_importance,imp_shortcut,imp_nuanced
24,2,0.625268,0.766118,0.61707
23,21,0.624478,0.763745,0.619384
24,12,0.624451,0.759503,0.616982
24,10,0.623435,0.763727,0.622788
23,9,0.622919,0.770697,0.619188
24,11,0.621493,0.762124,0.618434
23,4,0.621179,0.761573,0.624399
23,22,0.621117,0.767018,0.611276
23,31,0.620901,0.75819,0.618169
24,3,0.619892,0.760341,0.623548
23,30,0.618054,0.757449,0.616834
23,27,0.617902,0.759508,0.617827
24,19,0.617589,0.764751,0.617026
23,15,0.61735,0.753184,0.619211
24,24,0.617158,0.768072,0.610065
24,26,0.617065,0.767832,0.610973
24,14,0.616514,0.757078,0.621259
24,23,0.615622,0.760908,0.608665
23,32,0.615254,0.76816,0.613528
24,13,0.613877,0.7531,0.615445
23,7,0.613557,0.751976,0.612487
24,1,0.61354,0.753116,0.616592
24,6,0.612271,0.745558,0.620035
24,28,0.609173,0.745393,0.609828
24,8,0.608676,0.749855,0.608787
24,9,0.607604,0.7541,0.604343
24,20,0.605603,0.736902,0.614514
24,29,0.605278,0.748301,0.597068
24,18,0.60454,0.734943,0.608361
24,25,0.604366,0.748957,0.602231
25,16,0.598547,0.73962,0.59546
24,5,0.597807,0.733752,0.592512
24,27,0.597261,0.732458,0.594874
24,22,0.597188,0.740673,0.588803
24,21,0.596349,0.732966,0.593755
24,30,0.595956,0.733405,0.591505
24,4,0.595877,0.730614,0.599938
24,15,0.59445,0.725588,0.598536
25,17,0.593727,0.737802,0.586679
25,10,0.592838,0.731368,0.59082
24,31,0.591733,0.725991,0.5908
24,32,0.589259,0.733101,0.58766
26,16,0.588183,0.729801,0.584886
24,7,0.587274,0.720242,0.589374
25,14,0.584637,0.72199,0.587196
25,12,0.583601,0.714885,0.580876
25,3,0.583432,0.72147,0.581702
25,24,0.581838,0.724885,0.579322
25,2,0.581201,0.717071,0.576757
26,17,0.58092,0.723725,0.572675
25,23,0.580224,0.720931,0.574307
25,13,0.580071,0.711351,0.586406
25,19,0.579788,0.718864,0.580561
25,11,0.579212,0.713905,0.577438
25,26,0.578203,0.72194,0.571991
25,20,0.57762,0.704538,0.585769
25,1,0.576197,0.709512,0.578882
25,9,0.573618,0.715113,0.573519
27,16,0.573596,0.712384,0.569735
25,6,0.573223,0.706454,0.579775
26,12,0.570817,0.697078,0.569825
26,3,0.570616,0.703573,0.571659
25,28,0.57041,0.702181,0.571028
25,5,0.568183,0.705102,0.564549
26,10,0.567771,0.696732,0.571998
25,27,0.567595,0.695663,0.563743
26,20,0.567563,0.693975,0.578074
25,18,0.566387,0.693814,0.567269
25,25,0.565688,0.702918,0.56465
25,8,0.565556,0.705388,0.562908
25,4,0.565493,0.692436,0.569988
27,17,0.565394,0.707738,0.552984
26,23,0.564617,0.695491,0.561339
26,13,0.564151,0.68622,0.575946
25,15,0.564135,0.691889,0.566075
25,30,0.563559,0.694096,0.558998
25,29,0.563299,0.698188,0.557455
26,14,0.563136,0.69376,0.568393
26,24,0.562501,0.698385,0.562991
25,32,0.561397,0.703751,0.555695
26,26,0.561261,0.700906,0.560202
26,9,0.561143,0.695765,0.563224
25,21,0.560504,0.69345,0.55567
26,19,0.56023,0.692345,0.566963
26,11,0.559805,0.690332,0.557701
25,22,0.559626,0.695164,0.551808
26,2,0.559377,0.684822,0.556662
26,1,0.55765,0.687525,0.563925
26,6,0.557466,0.684657,0.565063
25,31,0.5573,0.685073,0.554092
27,3,0.553878,0.683754,0.553146
27,10,0.55257,0.679138,0.557551
27,12,0.552364,0.674745,0.55304
26,29,0.550981,0.683107,0.545801
26,18,0.550755,0.67533,0.553188
26,8,0.550209,0.682791,0.549608
26,32,0.549363,0.686019,0.548087
27,14,0.548995,0.676869,0.556545
26,27,0.548733,0.674552,0.545134
26,5,0.548095,0.677097,0.548165
26,28,0.547868,0.676331,0.546711
26,4,0.547774,0.668839,0.554444
27,19,0.54775,0.680248,0.552824
26,15,0.547749,0.670364,0.55282
26,25,0.546985,0.676893,0.547665
25,7,0.546847,0.671025,0.547425
27,26,0.546677,0.682193,0.546821
27,20,0.54638,0.665971,0.559349
28,16,0.543844,0.67854,0.539157
27,11,0.543043,0.671296,0.538424
26,30,0.542797,0.66968,0.535209
26,22,0.542413,0.670591,0.536757
27,24,0.541788,0.6736,0.542383
27,13,0.541523,0.65949,0.553068
28,17,0.541487,0.679581,0.529624
26,31,0.540384,0.660887,0.540672
27,2,0.539962,0.664664,0.54107
27,6,0.539141,0.659214,0.550272
26,21,0.53884,0.664926,0.535766
27,23,0.538752,0.663991,0.536028
27,9,0.536708,0.667417,0.535537
27,1,0.53607,0.660221,0.541985
27,28,0.535424,0.655982,0.537017
27,4,0.5352,0.652863,0.543603
27,15,0.534242,0.652933,0.538848
27,29,0.533253,0.662296,0.527207
27,18,0.532846,0.65383,0.536888
28,12,0.531974,0.6523,0.53519
27,8,0.531714,0.659137,0.529147
26,7,0.530661,0.650708,0.532766
27,32,0.530448,0.661257,0.534347
27,5,0.530223,0.65519,0.527888
28,3,0.529848,0.660006,0.529663
27,22,0.529629,0.655355,0.520946
27,30,0.529565,0.650761,0.522511
28,19,0.52768,0.656751,0.535464
27,27,0.527498,0.647885,0.524674
28,10,0.52747,0.651962,0.52964
27,21,0.526642,0.651866,0.52506
27,25,0.523719,0.649787,0.524359
28,14,0.521986,0.648095,0.531825
28,24,0.519971,0.653141,0.520647
28,11,0.519803,0.645607,0.519016
28,20,0.519211,0.635211,0.530443
28,26,0.518283,0.649105,0.517089
28,23,0.517132,0.63855,0.515391
27,31,0.51708,0.632603,0.519311
28,13,0.517058,0.62967,0.526844
28,6,0.516488,0.632362,0.528473
29,16,0.51632,0.641947,0.511107
27,7,0.514089,0.630936,0.516769
28,9,0.513548,0.641639,0.513086
28,1,0.512473,0.635174,0.516592
28,8,0.511467,0.639899,0.506747
28,2,0.510604,0.630724,0.513275
28,4,0.510322,0.626635,0.520235
28,30,0.509397,0.629528,0.502918
28,29,0.508977,0.632642,0.504903
29,17,0.508567,0.634993,0.49831
28,18,0.508128,0.628304,0.511476
28,28,0.50805,0.624411,0.514163
28,32,0.507541,0.633854,0.50964
28,5,0.506588,0.628308,0.503457
28,15,0.50599,0.623296,0.50976
28,27,0.504908,0.62253,0.502166
28,22,0.504532,0.627736,0.499755
28,21,0.503455,0.626507,0.504652
29,3,0.499912,0.620745,0.502962
29,19,0.499608,0.617073,0.507575
28,25,0.499514,0.62104,0.501271
28,31,0.495858,0.609127,0.498187
29,12,0.495473,0.605595,0.494291
29,10,0.493963,0.607645,0.495005
29,14,0.492809,0.611979,0.497763
29,6,0.492418,0.602069,0.504437
29,24,0.491628,0.616525,0.492981
29,11,0.489412,0.604585,0.489163
29,20,0.488738,0.59666,0.49655
28,7,0.487211,0.601744,0.49075
29,29,0.486148,0.599266,0.481044
29,13,0.48531,0.587551,0.496873
29,26,0.485154,0.606209,0.482063
29,4,0.485048,0.593706,0.495324
29,1,0.484582,0.600093,0.489923
29,30,0.482728,0.594901,0.476582
29,8,0.48192,0.601147,0.47874
29,23,0.481728,0.592412,0.478834
29,27,0.480386,0.591439,0.475814
29,9,0.479707,0.596397,0.478921
30,14,0.479252,0.593126,0.485331
29,18,0.477623,0.592027,0.478655
29,5,0.477562,0.589332,0.476279
29,15,0.477473,0.585739,0.482526
29,2,0.477346,0.586149,0.48314
30,19,0.475875,0.588942,0.484116
29,32,0.475585,0.588578,0.477596
30,17,0.475544,0.593867,0.462991
30,16,0.474636,0.597648,0.476034
29,28,0.474632,0.579396,0.478926
30,3,0.47348,0.593626,0.473795
29,22,0.473385,0.587002,0.471752
29,25,0.472187,0.585986,0.473187
30,23,0.468805,0.579338,0.461566
30,20,0.468422,0.570644,0.476073
29,21,0.467463,0.580593,0.469272
29,31,0.467199,0.574657,0.470119
30,11,0.46653,0.578658,0.465229
30,10,0.463371,0.572557,0.464676
30,4,0.462679,0.570768,0.473059
30,6,0.462349,0.56851,0.473411
30,27,0.462044,0.574473,0.455233
30,24,0.46184,0.579329,0.464803
30,9,0.460924,0.579863,0.459064
30,30,0.460577,0.569735,0.453021
30,15,0.460298,0.569694,0.462803
30,12,0.458582,0.566994,0.461292
30,26,0.458072,0.57499,0.451363
30,29,0.457332,0.569944,0.452481
30,28,0.455443,0.561444,0.456665
29,7,0.455423,0.559479,0.46087
30,1,0.454382,0.56596,0.460152
30,32,0.453863,0.560314,0.456915
30,5,0.453706,0.55983,0.454731
30,22,0.453498,0.563821,0.447997
30,13,0.453492,0.555988,0.462788
30,8,0.453411,0.567776,0.451387
30,18,0.453006,0.561748,0.456022
30,2,0.450388,0.556402,0.461959
31,14,0.448677,0.557147,0.451084
30,21,0.447224,0.558192,0.445606
30,31,0.446294,0.549068,0.448542
31,17,0.445459,0.552728,0.437042
30,25,0.438235,0.545571,0.441499
31,19,0.43766,0.543463,0.44302
31,23,0.437382,0.540487,0.428042
31,16,0.436832,0.549332,0.436398
31,20,0.435033,0.529871,0.438777
31,3,0.434942,0.544994,0.434318
31,27,0.432065,0.538257,0.42438
31,11,0.430184,0.536022,0.422742
30,7,0.429152,0.535432,0.433243
31,30,0.428534,0.528708,0.420725
31,10,0.426319,0.523185,0.426441
31,5,0.425969,0.52516,0.423414
31,9,0.425959,0.533808,0.422825
31,28,0.42576,0.526245,0.422019
31,29,0.425514,0.527899,0.419578
31,6,0.425022,0.52083,0.429129
31,18,0.425017,0.527207,0.424671
31,24,0.42413,0.531393,0.425277
31,4,0.423611,0.52631,0.428971
31,22,0.423495,0.525896,0.41477
31,12,0.423169,0.524803,0.420915
31,15,0.422978,0.522095,0.425632
31,26,0.42242,0.529916,0.413269
31,1,0.421975,0.522254,0.425444
31,32,0.420678,0.521296,0.421458
31,2,0.420573,0.522613,0.42696
31,8,0.419385,0.525778,0.41688
31,31,0.418556,0.517187,0.417049
31,21,0.418424,0.521503,0.413969
31,13,0.417666,0.515409,0.421362
32,14,0.412054,0.508991,0.416075
31,25,0.403893,0.503035,0.404336
31,7,0.398296,0.500274,0.39961
32,19,0.393841,0.482156,0.40247
32,23,0.393777,0.482289,0.389853
32,3,0.392749,0.49274,0.394479
32,20,0.390615,0.474543,0.395447
32,17,0.39037,0.482819,0.387976
32,5,0.390309,0.479767,0.392736
32,27,0.389877,0.482959,0.387135
32,9,0.387641,0.483457,0.386691
32,11,0.387362,0.480911,0.385554
32,16,0.387356,0.483381,0.390093
32,10,0.385203,0.468745,0.389895
32,29,0.383805,0.471798,0.383334
32,22,0.382952,0.471135,0.381531
32,18,0.382816,0.470355,0.385142
32,4,0.382345,0.471351,0.390392
32,32,0.381558,0.47099,0.382673
32,26,0.38121,0.474902,0.377488
32,30,0.380876,0.464166,0.379378
32,13,0.379357,0.465816,0.38206
32,28,0.379256,0.467328,0.377427
32,15,0.37837,0.463766,0.38514
32,12,0.378245,0.469156,0.37689
32,21,0.376291,0.467334,0.374456
32,6,0.375808,0.459944,0.381537
32,31,0.375588,0.46009,0.376984
32,24,0.375214,0.46536,0.381184
32,1,0.373796,0.462444,0.379692
32,2,0.372775,0.459087,0.381435
32,8,0.372103,0.467257,0.373365
32,25,0.370574,0.460173,0.374325
32,7,0.357961,0.447959,0.360348
