u_id,true_country,facet,is_shortcut,is_nuanced,commitment_layer,committed,prob_at_commit,prob_at_layer_8,prob_at_layer_30,prob_final,rank_final
48cb84ac-f6c8-41d5-a8bd-433790fd4228,Canada,drink,False,False,25,True,0.08075720071792603,0.08708588778972626,0.0986841470003128,0.16477209329605103,1
af32828e-77c5-4c31-ad76-c68b4c3d2cfb,Canada,drink,False,False,24,True,0.04565776512026787,0.08972819894552231,0.045620087534189224,0.060995426028966904,2
96b37654-4373-4743-981d-ef25317c602a,Canada,drink,False,False,25,True,0.10254092514514923,0.07420824468135834,0.10232379287481308,0.134552463889122,3
a2ebb579-6a95-4ef6-90d3-7472f9739d27,Canada,traditions,True,False,26,True,0.0650380477309227,0.09299066662788391,0.07464107125997543,0.10648040473461151,2
734acb99-0962-4131-b4f7-725c20411db8,Canada,traditions,False,False,25,True,0.7667100429534912,0.08558786660432816,0.9497088193893433,0.9835026860237122,0
a914a20e-7219-43e5-929a-a60eeb2b0eba,Canada,traditions,False,False,25,True,0.1065908819437027,0.07962951064109802,0.0754837766289711,0.10623199492692947,4
8869939b-17da-472e-8637-58d80e9291e7,Canada,traditions,True,False,25,True,0.0866248682141304,0.08583321422338486,0.12431380897760391,0.1868959665298462,1
184d6c08-7237-4f6b-b49d-04b5b2bef635,Canada,traditions,False,False,25,True,0.19314910471439362,0.07385103404521942,0.3119168281555176,0.6172027587890625,0
8a4aa22a-5c51-425d-ad3d-69de43f88b0c,Canada,food,True,False,25,True,0.09026489406824112,0.08935630321502686,0.13261176645755768,0.18767032027244568,1
6c905b2d-0ff6-4c21-b0ef-50861a2cc2b5,Canada,food,False,True,25,True,0.13816897571086884,0.09434986859560013,0.1460271179676056,0.23196659982204437,0
0c62e0fb-0aea-49a7-b333-b15a64c8359f,Canada,food,False,False,32,True,0.034313589334487915,0.07318723946809769,0.045270953327417374,0.034313589334487915,4
7174dc33-dbe6-4c70-a3ef-ae0be8ab6b29,Canada,food,False,True,26,True,0.05025232210755348,0.08110330253839493,0.05173918232321739,0.04712202027440071,3
fdd8ea6d-e848-4b9c-af83-8e1ad010ef1e,Canada,food,False,True,26,True,0.0768505111336708,0.06722526252269745,0.055224064737558365,0.10969077795743942,2
b5ddf9ce-952d-4fe5-a878-b1ffe90ff1ef,Canada,rituals,False,True,33,False,0.0,0.07917694747447968,0.053600799292325974,0.07173621654510498,5
4f04c1f6-a284-4219-9412-beacc222f51d,Canada,rituals,True,False,24,True,0.054183728992938995,0.0749901533126831,0.0964057669043541,0.22761841118335724,1
fa9d08f1-413b-4a05-b058-380843d46806,Canada,rituals,False,False,25,True,0.10694241523742676,0.07945854961872101,0.162019744515419,0.2839665710926056,0
